1.9748,4.3381
1.9056,4.3282
1.8368,4.3207
1.7662,4.3131
1.6936,4.3058
1.6071,4.2987
1.5323,4.2915
1.4431,4.2812
1.3625,4.2672
1.2804,4.2467
1.2014,4.2177
1.1109,4.1699
1.0252,4.1101
0.9305,4.0251
0.8434,3.9277
0.7861,3.8495
0.7362,3.7604
0.7088,3.6907
0.6896,3.62
0.6777,3.5511
0.6726,3.4824
0.6761,3.4061
0.6862,3.3346
0.6998,3.2634
0.7128,3.2036
0.7298,3.1348
0.7488,3.0551
0.7668,2.9844
0.7895,2.9102
0.8173,2.8289
0.8436,2.7519
0.8656,2.6813
0.8875,2.6063
0.9069,2.5326
0.919,2.4692
0.927,2.3997
0.933,2.3273
0.9361,2.2677
0.938,2.1657
0.9383,2.0947
0.9379,2.0263
0.9371,1.9233
0.9359,1.8373
0.9354,1.7516
0.9395,1.6715
0.9481,1.6001
0.9615,1.5305
0.9798,1.4641
1.009,1.3881
1.0373,1.3306
1.0747,1.2671
1.1067,1.2193
1.1587,1.1535
1.2066,1.1017
1.2591,1.0527
1.3193,1.0044
1.373,0.9674
1.4384,0.9286
1.5047,0.8964
1.5757,0.8705
1.6398,0.8542
1.706,0.8431
1.7719,0.8346
1.8464,0.8265
1.9262,0.8238
1.9985,0.8248
2.0881,0.8278
2.1516,0.8317
2.2248,0.8399
2.3055,0.8535
2.3848,0.8679
2.4474,0.8779
2.5318,0.8876
2.6301,0.8896
2.7176,0.887
2.8044,0.8794
2.8821,0.868
2.9485,0.8565
2.9485,0.6831
2.9485,0.683
2.9485,0.6829
2.9485,0.6817
2.9485,0.6777
2.9485,0.6694
2.9485,0.6604
2.9485,0.6443
2.9485,0.6294
2.9485,0.6111
2.9967,0.5787
3.0769,0.5497
3.1681,0.5207
3.2318,0.5047
3.446,0.4833
3.515,0.489
3.5865,0.498
3.6621,0.5093
3.7446,0.524
3.825,0.5392
3.8899,0.5493
3.9706,0.5575
4.0351,0.5604
4.1095,0.5582
4.1691,0.5537
4.2514,0.5432
4.3231,0.5323
4.3865,0.5218
4.4543,0.5095
4.5237,0.4968
4.6036,0.4839
4.6866,0.4742
4.7545,0.4679
4.8287,0.4617
4.8933,0.4569
4.9662,0.4518
5.0339,0.4475
5.1113,0.4433
5.1758,0.4403
5.2456,0.4369
5.3209,0.4336
5.3909,0.431
5.4565,0.4288
5.5285,0.4259
5.6058,0.426
5.6698,0.4282
5.7295,0.4314
5.8108,0.4398
5.8801,0.452
5.9506,0.4709
6.0195,0.4966
6.0789,0.5215
6.1482,0.5514
6.2173,0.5816
6.2765,0.6081
6.3367,0.6339
6.3961,0.6592
6.469,0.6907
6.532,0.7217
6.5955,0.7553
6.659,0.7911
6.7371,0.8406
6.7915,0.8812
6.8502,0.9309
6.8999,0.9775
6.9518,1.032
6.9934,1.0805
7.04,1.1418
7.0767,1.1964
7.1158,1.2627
7.1474,1.3243
7.1768,1.3917
7.1974,1.4512
7.2194,1.5307
7.2335,1.5969
7.2428,1.6623
7.2473,1.7348
7.2446,1.8038
7.2367,1.8708
7.2181,1.9529
7.1973,2.0188
7.1698,2.0871
7.1337,2.153
7.0853,2.2225
7.0395,2.2775
6.9888,2.3274
6.9317,2.3734
6.8816,2.4069
6.8069,2.4495
6.7457,2.483
6.678,2.5153
6.6132,2.5437
6.5523,2.5699
6.4919,2.5961
6.4228,2.6282
6.3541,2.6621
6.2891,2.6907
6.2342,2.7117
6.1613,2.7342
6.0881,2.7505
6.016,2.7626
5.9407,2.7713
5.8594,2.7768
5.7957,2.7797
5.7187,2.7827
5.6478,2.7823
5.5896,2.7817
5.5216,2.7807
5.4358,2.7807
5.3734,2.7813
5.2952,2.7815
5.2264,2.7813
5.1577,2.7811
5.0858,2.7813
5.0117,2.7824
4.9429,2.787
4.8745,2.7967
4.8061,2.812
4.7368,2.8336
4.6697,2.8613
4.6061,2.8958
4.5546,2.9312
4.4982,2.978
4.4502,3.0255
4.3977,3.087
4.3541,3.1488
4.3209,3.2009
4.2742,3.2789
4.2387,3.342
4.2048,3.4011
4.1714,3.4616
4.1398,3.52
4.1039,3.5849
4.0642,3.6491
4.0296,3.6989
3.9802,3.76
3.9282,3.8142
3.873,3.8622
3.8222,3.9013
3.7624,3.9471
3.7083,3.9865
3.6486,4.0296
3.5897,4.073
3.5374,4.1126
3.4939,4.1484
3.4326,4.202
3.3776,4.2471
3.3099,4.2969
3.2573,4.3327
3.1969,4.3707
3.1358,4.4059
3.0802,4.4349
3.0051,4.4674
2.9453,4.4866
2.8726,4.5057
2.806,4.5197
2.7379,4.5267
2.6611,4.5285
2.5783,4.5251
2.5128,4.5158
2.438,4.4989
2.3634,4.4792
2.2986,4.4627
2.1974,4.4353
2.1143,4.4157
2.0219,4.3992
1.9353,4.3859
1.8424,4.37
1.7711,4.3541
1.6944,4.3314
1.6272,4.3075
1.5654,4.2839
1.4959,4.2527
1.4334,4.2205
1.3727,4.1872
1.2984,4.1413
1.2401,4.1003
1.1861,4.058
1.1311,4.0101
1.0869,3.9642
1.04,3.9064
1.0001,3.8495
0.9686,3.7991
0.9354,3.7325
0.9134,3.68
0.8836,3.5905
0.8639,3.5198
0.849,3.4501
0.8366,3.3817
0.8273,3.31
0.8243,3.2431
0.8269,3.1557
0.8342,3.071
0.8449,2.9995
0.8609,2.922
0.8753,2.858
0.8997,2.7738
0.9229,2.7047
0.9413,2.6456
0.9656,2.5697
0.9917,2.4981
1.0159,2.438
1.0396,2.3776
1.0668,2.3015
1.0871,2.2422
1.1168,2.1655
1.149,2.0919
1.182,2.0182
1.2067,1.9558
1.2296,1.8874
1.2466,1.824
1.2635,1.7485
1.2729,1.6924
1.2844,1.6127
1.295,1.5433
1.309,1.4681
1.3225,1.405
1.3424,1.3303
1.3628,1.2698
1.3937,1.1972
1.4286,1.1344
1.483,1.0607
1.5539,0.9869
1.6596,0.9039
1.7719,0.8359
1.8884,0.7797
1.9862,0.7441
2.0823,0.721
2.1643,0.7093
2.2379,0.7065
2.322,0.7126
2.3914,0.7222
2.4818,0.7403
2.5783,0.7709
2.6586,0.8021
2.7207,0.8279
2.7905,0.8565
2.856,0.8815
2.9206,0.9059
